ID_UNICO,DIRECTION,MEDIATYPE,QUEUE_ID,QUEUE_NAME,DIVISION_ID,DIVISION_NAME,START_DATE,FINISH_DATE,OFFERED_NUMBER,ANSWERED_NUMBER,ANSWERED_TIME,HANDLE_NUMBER,HANDLE_TIME,ACW_NUMBER,ACW_TIME,ALERT_NUMBER,ALERT_TIME,TACD_NUMBER,TACD_TIME,CONNECTED_NUMBER,CONNECTED_TIME,TALK_NUMBER,TALK_TIME,WAIT_NUMBER,WAIT_TIME,ABANDON_NUMBER,ABANDON_TIME,AGENT_RESPONSE_TIME,AGENT_RESPONSE_NUMBER,HOLD_NUMBER,HOLD_TIME,AVERAGE_AGENT_RESPONSE_NUMBER,AVERAGE_AGENT_RESPONSE_TIME,AVERAGE_CUSTOMER_RESPONSE_NUMBER,AVERAGE_CUSTOMER_RESPONSE_TIME,FIRST_ENGAGEMENT_NUMBER,FIRST_ENGAGEMENT_TIME,FIRST_RESPONSE_NUMBER,FIRST_RESPONSE_TIME,OVER_SLA_NUMBER,ERROR_NUMBER,OUTBOUND_CONNECTED_NUMBER,SHORT_ABANDON_NUMBER,SHORT_ABANDON_TIME,NOT_RESPONDING_NUMBER,NOT_RESPONDING_TIME,BLIND_TRANSFERRED,TRANSFERRED_NUMBER,CONSULT_TRANSFERRED_NUMBER,IVR_NUMBER,IVR_TIME,ACTIVE_CALLBACK_NUMBER,ACTIVE_CALLBACK_TIME,FIRST_DIAL_NUMBER,FIRST_DIAL_TIME,OUTBOUND_NUMBER,OUTBOUND_ATTEMPTED_NUMBER,CONTACTING_NUMBER,CONTACTING_TIME,DIALING_NUMBER,DIALING_TIME,OUTBOUND_ABANDONED_NUMBER,OUTBOUND_ABANDONED_TIME,FECHA_CARGA
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T14:30:00.000-06:00_2026-06-29T15:00:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T14:30:00.000-06:00,2026-06-29T15:00:00.000-06:00,185,135,110017,139,5200229,139,2983421,166,29500,185,174958,,,139,2268397,185,174958,50,64941,,,,,,,,,,,,,,2,139,46,26016,27,4563,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T15:00:00.000-06:00_2026-06-29T15:30:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T15:00:00.000-06:00,2026-06-29T15:30:00.000-06:00,151,132,319738,134,5887677,134,2842369,146,26476,151,331065,,,131,2964164,151,331065,19,11327,,,,,,,,,,,,,4,1,132,19,11327,14,2353,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T15:30:00.000-06:00_2026-06-29T16:00:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T15:30:00.000-06:00,2026-06-29T16:00:00.000-06:00,118,116,211617,112,6057087,112,2279027,117,29113,117,224457,,,113,3790880,117,224457,1,12840,,,,,,,,,,,,,1,1,116,,,1,8248,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T16:00:00.000-06:00_2026-06-29T16:30:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T16:00:00.000-06:00,2026-06-29T16:30:00.000-06:00,123,123,234476,125,6377267,125,2383845,123,19608,124,237281,,,125,4064059,124,237281,1,2805,,,,,,,,,,,,,2,2,123,1,2805,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T16:30:00.000-06:00_2026-06-29T17:00:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T16:30:00.000-06:00,2026-06-29T17:00:00.000-06:00,142,141,347458,143,6316252,143,2595200,141,21390,142,353525,,,142,3637595,142,353525,1,6067,,,,,,,,,,,,,3,,141,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T17:00:00.000-06:00_2026-06-29T17:30:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T17:00:00.000-06:00,2026-06-29T17:30:00.000-06:00,100,98,206659,97,4818457,97,1768462,98,15814,100,214603,,,98,3079574,100,214603,2,7944,,,,,,,,,,,,,2,1,98,2,7944,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_87d7a9d2-789b-498f-af4b-12d89fad96fa_HND Cobros PR CONS M30_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T17:30:00.000-06:00_2026-06-29T18:00:00.000-06:00,inbound,voice,87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T17:30:00.000-06:00,2026-06-29T18:00:00.000-06:00,92,92,114017,94,4485690,94,1862522,92,13810,92,114017,,,93,2593589,92,114017,,,,,,,,,,,,,,,1,,92,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T10:00:00.000-06:00_2026-06-29T10:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T10:00:00.000-06:00,2026-06-29T10:30:00.000-06:00,1,1,1394,,,,,1,971,1,1394,1,288594,1,268888,1,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T10:30:00.000-06:00_2026-06-29T11:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T10:30:00.000-06:00,2026-06-29T11:00:00.000-06:00,,,,1,288709,1,19821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T12:00:00.000-06:00_2026-06-29T12:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T12:00:00.000-06:00,2026-06-29T12:30:00.000-06:00,1,1,1363,,,,,1,1063,1,1363,,,,,1,1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T12:30:00.000-06:00_2026-06-29T13:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T12:30:00.000-06:00,2026-06-29T13:00:00.000-06:00,1,1,1283,2,588597,2,47003,1,909,1,1283,2,596702,2,541594,1,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T13:00:00.000-06:00_2026-06-29T13:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T13:00:00.000-06:00,2026-06-29T13:30:00.000-06:00,2,1,6042,1,44436,1,22650,1,216,2,33015,2,102804,1,21786,2,33015,1,26973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T14:30:00.000-06:00_2026-06-29T15:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T14:30:00.000-06:00,2026-06-29T15:00:00.000-06:00,3,3,4965,3,222590,3,80160,3,737,3,4965,3,226009,3,142430,3,4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T15:00:00.000-06:00_2026-06-29T15:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T15:00:00.000-06:00,2026-06-29T15:30:00.000-06:00,2,2,3047,2,452943,2,49540,2,2397,2,3047,2,455972,2,403403,2,3047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T15:30:00.000-06:00_2026-06-29T16:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T15:30:00.000-06:00,2026-06-29T16:00:00.000-06:00,1,1,1323,1,191632,1,30188,1,859,1,1323,1,201045,1,144705,1,1323,,,,,1,16739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T16:00:00.000-06:00_2026-06-29T16:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T16:00:00.000-06:00,2026-06-29T16:30:00.000-06:00,5,5,4527,4,887866,4,93106,5,2847,5,4527,4,915871,4,794760,5,4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T16:30:00.000-06:00_2026-06-29T17:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T16:30:00.000-06:00,2026-06-29T17:00:00.000-06:00,,,,1,719870,1,12406,,,,,1,731540,1,707464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T17:00:00.000-06:00_2026-06-29T17:30:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T17:00:00.000-06:00,2026-06-29T17:30:00.000-06:00,4,4,36032,4,370928,4,58418,4,2795,4,36032,4,447450,4,312510,4,36032,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_b4850849-2354-4c5a-b1e9-7008e59d200b_HND IN_CABINAS_TELEFONICAS_CC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-29T17:30:00.000-06:00_2026-06-29T18:00:00.000-06:00,inbound,voice,b4850849-2354-4c5a-b1e9-7008e59d200b,HND IN_CABINAS_TELEFONICAS_CC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-29T17:30:00.000-06:00,2026-06-29T18:00:00.000-06:00,1,1,965,1,219652,1,25572,1,746,1,965,1,216828,1,194080,1,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T10:00:00.000-06:00_2026-06-29T10:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T10:00:00.000-06:00,2026-06-29T10:30:00.000-06:00,4,3,62341,3,159155,3,105659,3,358,4,73652,,,3,53496,4,73652,1,11311,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T10:30:00.000-06:00_2026-06-29T11:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T10:30:00.000-06:00,2026-06-29T11:00:00.000-06:00,5,4,121743,4,224580,4,140845,4,786,5,132625,,,4,83735,5,132625,1,10882,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T11:00:00.000-06:00_2026-06-29T11:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T11:00:00.000-06:00,2026-06-29T11:30:00.000-06:00,7,3,36470,3,320222,3,96567,3,1084,7,338918,,,3,223655,7,338918,4,302448,,,,,,,,,,,,,1,1,3,2,8706,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T11:30:00.000-06:00_2026-06-29T12:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T11:30:00.000-06:00,2026-06-29T12:00:00.000-06:00,6,2,80359,2,104764,2,70360,3,722,6,278279,,,2,34404,6,278279,4,197920,,,,,,,,,,,,,2,,2,1,601,1,181,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T12:00:00.000-06:00_2026-06-29T12:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T12:00:00.000-06:00,2026-06-29T12:30:00.000-06:00,3,,,,,,,,,3,85852,,,,,3,85852,3,85852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T12:30:00.000-06:00_2026-06-29T13:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T12:30:00.000-06:00,2026-06-29T13:00:00.000-06:00,4,3,157962,2,94662,2,70383,3,728,4,297646,,,2,24279,4,297646,1,139684,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T13:00:00.000-06:00_2026-06-29T13:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T13:00:00.000-06:00,2026-06-29T13:30:00.000-06:00,1,1,1023,2,124505,2,41498,1,633,1,1023,,,2,83007,1,1023,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T13:30:00.000-06:00_2026-06-29T14:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T13:30:00.000-06:00,2026-06-29T14:00:00.000-06:00,8,7,52875,6,379707,6,199543,7,1311,8,63327,,,7,192042,8,63327,1,10452,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T14:00:00.000-06:00_2026-06-29T14:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T14:00:00.000-06:00,2026-06-29T14:30:00.000-06:00,8,5,2598,6,254808,6,211270,5,958,8,148496,,,5,31660,8,148496,3,145898,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T14:30:00.000-06:00_2026-06-29T15:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T14:30:00.000-06:00,2026-06-29T15:00:00.000-06:00,15,14,35193,13,781995,13,457305,14,1991,14,35193,,,13,324690,14,35193,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T15:00:00.000-06:00_2026-06-29T15:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T15:00:00.000-06:00,2026-06-29T15:30:00.000-06:00,19,20,104027,21,1501774,21,726512,20,3161,20,104027,,,21,697528,20,104027,,,,,1,77734,,,,,,,,,1,1,20,,,,,1,1,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T15:30:00.000-06:00_2026-06-29T16:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T15:30:00.000-06:00,2026-06-29T16:00:00.000-06:00,12,12,10194,10,468451,10,341959,12,6706,12,10194,,,10,126492,12,10194,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T16:00:00.000-06:00_2026-06-29T16:30:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T16:00:00.000-06:00,2026-06-29T16:30:00.000-06:00,25,25,39212,27,1791134,27,886856,26,29750,25,39212,,,27,904278,25,39212,,,,,,,,,,,,,,,,,25,,,1,8260,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_c8c0fae8-606d-41bd-b6d9-39b510ff90a3_HND TeleventasMP_Adicionales_6c9d302d-0e0f-4966-a875-cbbf7ab5e42f_Televentas_2026-06-29T16:30:00.000-06:00_2026-06-29T17:00:00.000-06:00,inbound,voice,c8c0fae8-606d-41bd-b6d9-39b510ff90a3,HND TeleventasMP_Adicionales,6c9d302d-0e0f-4966-a875-cbbf7ab5e42f,Televentas,2026-06-29T16:30:00.000-06:00,2026-06-29T17:00:00.000-06:00,4,4,77648,4,348152,4,140670,4,15707,4,77648,,,4,207482,4,77648,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_dca861db-22e4-4387-9d9e-6bf4dadadd77_HND Cobros PR CONS M90_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T10:00:00.000-06:00_2026-06-29T10:30:00.000-06:00,inbound,voice,dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T10:00:00.000-06:00,2026-06-29T10:30:00.000-06:00,1,1,21574,1,158101,1,31977,1,212,1,21574,,,1,126124,1,21574,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_dca861db-22e4-4387-9d9e-6bf4dadadd77_HND Cobros PR CONS M90_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T11:30:00.000-06:00_2026-06-29T12:00:00.000-06:00,inbound,voice,dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T11:30:00.000-06:00,2026-06-29T12:00:00.000-06:00,19,18,88682,17,818204,17,463967,18,3052,19,95128,,,17,354237,19,95128,1,6446,,,,,,,,,,,,,1,1,18,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_dca861db-22e4-4387-9d9e-6bf4dadadd77_HND Cobros PR CONS M90_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T12:00:00.000-06:00_2026-06-29T12:30:00.000-06:00,inbound,voice,dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T12:00:00.000-06:00,2026-06-29T12:30:00.000-06:00,20,18,96358,19,710585,19,363155,18,3007,20,110862,,,19,347430,20,110862,2,14504,,,,,,,,,,,,,1,,18,1,5742,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_dca861db-22e4-4387-9d9e-6bf4dadadd77_HND Cobros PR CONS M90_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T12:30:00.000-06:00_2026-06-29T13:00:00.000-06:00,inbound,voice,dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T12:30:00.000-06:00,2026-06-29T13:00:00.000-06:00,9,8,119055,8,356630,8,188126,10,18318,9,202870,,,8,168504,9,202870,1,83815,,,,,,,,,,,,,3,,8,,,2,16661,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
inbound_voice_dca861db-22e4-4387-9d9e-6bf4dadadd77_HND Cobros PR CONS M90_7c271255-84d0-418f-b11c-d34854f14822_Cobros_2026-06-29T13:00:00.000-06:00_2026-06-29T13:30:00.000-06:00,inbound,voice,dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2026-06-29T13:00:00.000-06:00,2026-06-29T13:30:00.000-06:00,18,16,69669,15,899392,15,548588,16,4147,18,170170,,,16,353824,18,170170,2,100501,,,,,,,,,,,,,1,,16,,,,,,,,,,,,,,,,,,,,,,2026-07-03 10:30:29
