ID_UNICO,DIRECTION,MEDIATYPE,QUEUE_ID,QUEUE_NAME,DIVISION_ID,DIVISION_NAME,START_DATE,FINISH_DATE,OFFERED_NUMBER,ANSWERED_NUMBER,ANSWERED_TIME,HANDLE_NUMBER,HANDLE_TIME,ACW_NUMBER,ACW_TIME,ALERT_NUMBER,ALERT_TIME,TACD_NUMBER,TACD_TIME,CONNECTED_NUMBER,CONNECTED_TIME,TALK_NUMBER,TALK_TIME,WAIT_NUMBER,WAIT_TIME,ABANDON_NUMBER,ABANDON_TIME,AGENT_RESPONSE_TIME,AGENT_RESPONSE_NUMBER,HOLD_NUMBER,HOLD_TIME,AVERAGE_AGENT_RESPONSE_NUMBER,AVERAGE_AGENT_RESPONSE_TIME,AVERAGE_CUSTOMER_RESPONSE_NUMBER,AVERAGE_CUSTOMER_RESPONSE_TIME,FIRST_ENGAGEMENT_NUMBER,FIRST_ENGAGEMENT_TIME,FIRST_RESPONSE_NUMBER,FIRST_RESPONSE_TIME,OVER_SLA_NUMBER,ERROR_NUMBER,OUTBOUND_CONNECTED_NUMBER,SHORT_ABANDON_NUMBER,SHORT_ABANDON_TIME,NOT_RESPONDING_NUMBER,NOT_RESPONDING_TIME,BLIND_TRANSFERRED,TRANSFERRED_NUMBER,CONSULT_TRANSFERRED_NUMBER,IVR_NUMBER,IVR_TIME,ACTIVE_CALLBACK_NUMBER,ACTIVE_CALLBACK_TIME,FIRST_DIAL_NUMBER,FIRST_DIAL_TIME,OUTBOUND_NUMBER,OUTBOUND_ATTEMPTED_NUMBER,CONTACTING_NUMBER,CONTACTING_TIME,DIALING_NUMBER,DIALING_TIME,OUTBOUND_ABANDONED_NUMBER,OUTBOUND_ABANDONED_TIME,FECHA_CARGA
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,12,15,3827344,17,5740275,17,177491,,,15,3827344,23,12324194,17,2392987,15,3827344,,,12384248,17,14,3169797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:30:00.000-06:00_2026-06-26T19:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:30:00.000-06:00,2026-06-26T19:00:00.000-06:00,10,10,2419,11,1287237,11,78403,,,10,2419,14,2311143,12,704928,10,2419,,,1856520,12,6,562774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:00:00.000-06:00_2026-06-26T19:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:00:00.000-06:00,2026-06-26T19:30:00.000-06:00,5,,,1,65055,1,6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:30:00.000-06:00_2026-06-26T20:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:30:00.000-06:00,2026-06-26T20:00:00.000-06:00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T20:00:00.000-06:00_2026-06-26T20:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T20:00:00.000-06:00,2026-06-26T20:30:00.000-06:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T20:30:00.000-06:00_2026-06-26T21:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T20:30:00.000-06:00,2026-06-26T21:00:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T21:00:00.000-06:00_2026-06-26T21:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T21:00:00.000-06:00,2026-06-26T21:30:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T22:00:00.000-06:00_2026-06-26T22:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T22:00:00.000-06:00,2026-06-26T22:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T22:30:00.000-06:00_2026-06-26T23:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T22:30:00.000-06:00,2026-06-26T23:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T23:00:00.000-06:00_2026-06-26T23:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T23:00:00.000-06:00,2026-06-26T23:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T23:30:00.000-06:00_2026-06-27T00:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T23:30:00.000-06:00,2026-06-27T00:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T00:00:00.000-06:00_2026-06-27T00:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T00:00:00.000-06:00,2026-06-27T00:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T00:30:00.000-06:00_2026-06-27T01:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T00:30:00.000-06:00,2026-06-27T01:00:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T01:30:00.000-06:00_2026-06-27T02:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T01:30:00.000-06:00,2026-06-27T02:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T03:30:00.000-06:00_2026-06-27T04:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T03:30:00.000-06:00,2026-06-27T04:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T05:00:00.000-06:00_2026-06-27T05:30:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T05:00:00.000-06:00,2026-06-27T05:30:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_22cd5381-ed05-4dbc-b1e6-e72b99cadc89_HND SAC EM SAC_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T05:30:00.000-06:00_2026-06-27T06:00:00.000-06:00,inbound,email,22cd5381-ed05-4dbc-b1e6-e72b99cadc89,HND SAC EM SAC,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T05:30:00.000-06:00,2026-06-27T06:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,,2,832086,2,13827,2,10529,,,2,832086,2,835525,2,3298,2,832086,,,1248101450,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:00:00.000-06:00_2026-06-26T19:30:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:00:00.000-06:00,2026-06-26T19:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:30:00.000-06:00_2026-06-26T20:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:30:00.000-06:00,2026-06-26T20:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T20:00:00.000-06:00_2026-06-26T20:30:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T20:00:00.000-06:00,2026-06-26T20:30:00.000-06:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T00:30:00.000-06:00_2026-06-27T01:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T00:30:00.000-06:00,2026-06-27T01:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_email_838c9238-c442-49d3-a4a8-31a85234b2f5_HND SAC EM Remesas_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-27T05:30:00.000-06:00_2026-06-27T06:00:00.000-06:00,inbound,email,838c9238-c442-49d3-a4a8-31a85234b2f5,HND SAC EM Remesas,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-27T05:30:00.000-06:00,2026-06-27T06:00:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_201add4c-7a80-4539-956d-0946e3a83997_HND REDES_SOCIALES_FACEBOOK_MESSENGER_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,message,201add4c-7a80-4539-956d-0946e3a83997,HND REDES_SOCIALES_FACEBOOK_MESSENGER,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,1,1,1007206,,,,,,,1,1007206,,,,,1,1007206,,,,,,,,,,,1,1014863,1,6629,1,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_201add4c-7a80-4539-956d-0946e3a83997_HND REDES_SOCIALES_FACEBOOK_MESSENGER_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:30:00.000-06:00_2026-06-26T19:00:00.000-06:00,inbound,message,201add4c-7a80-4539-956d-0946e3a83997,HND REDES_SOCIALES_FACEBOOK_MESSENGER,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:30:00.000-06:00,2026-06-26T19:00:00.000-06:00,,,,1,310499,1,3938,,,,,1,1314932,1,37292,,,,,1314795,1,1,269269,1,6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,5,5,898,5,3482900,5,33183,,,5,898,5,3455171,5,2444574,5,898,,,3455110,5,4,1005143,5,169480,5,177454,4,33709,5,38521,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T18:30:00.000-06:00_2026-06-26T19:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T18:30:00.000-06:00,2026-06-26T19:00:00.000-06:00,2,2,321,2,1163035,2,6896,,,2,321,2,1158308,2,1124377,2,321,,,1158234,2,2,31762,2,52146,2,62275,2,14112,2,11969,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T19:00:00.000-06:00_2026-06-26T19:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T19:00:00.000-06:00,2026-06-26T19:30:00.000-06:00,1,1,137,2,1198160,2,5185,,,1,137,2,1195192,2,1192975,1,137,,,1195095,2,,,2,75519,2,121132,1,6093,1,4998,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T19:30:00.000-06:00_2026-06-26T20:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T19:30:00.000-06:00,2026-06-26T20:00:00.000-06:00,1,1,342,1,822257,1,1792,,,1,342,1,822150,1,801280,1,342,,,822002,1,1,19185,1,52159,1,43271,1,10317,1,8780,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T20:00:00.000-06:00_2026-06-26T20:30:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T20:00:00.000-06:00,2026-06-26T20:30:00.000-06:00,3,3,1030,2,1020041,2,2927,,,3,1030,2,1020081,2,759764,3,1030,,,1019973,2,1,257350,2,72837,2,80196,3,25663,3,21110,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_231a7ee5-baf6-491a-aacf-007f0d9b564e_HND WHATSAPP DILO_4ae6a12b-ed77-46f1-8516-0d35bd70d0dc_Dilo_2026-06-26T20:30:00.000-06:00_2026-06-26T21:00:00.000-06:00,inbound,message,231a7ee5-baf6-491a-aacf-007f0d9b564e,HND WHATSAPP DILO,4ae6a12b-ed77-46f1-8516-0d35bd70d0dc,Dilo,2026-06-26T20:30:00.000-06:00,2026-06-26T21:00:00.000-06:00,1,1,620,2,1820095,2,3597,,,1,620,2,1820218,2,1463055,1,620,,,1820063,2,1,353443,2,101692,2,104452,1,7947,1,6076,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,26,29,41827721,28,16033438,28,528666,,,29,41827721,29,60972997,29,4722581,29,41827721,,,60972496,29,29,11129390,29,1068435,18,1482309,30,43779912,30,387762,29,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:30:00.000-06:00_2026-06-26T19:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:30:00.000-06:00,2026-06-26T19:00:00.000-06:00,13,26,28878126,25,19459983,25,695269,,,26,28878126,24,46963738,24,6568811,26,28878126,,,48769955,24,24,11848704,24,1280710,19,1303636,24,26620365,25,238880,26,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:00:00.000-06:00_2026-06-26T19:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:00:00.000-06:00,2026-06-26T19:30:00.000-06:00,22,28,6407438,29,22432253,29,879051,,,28,6407438,29,38465230,29,6732436,28,6407438,,,38464113,29,29,14820766,29,2013891,24,1317775,29,8495052,29,584958,6,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T19:30:00.000-06:00_2026-06-26T20:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T19:30:00.000-06:00,2026-06-26T20:00:00.000-06:00,11,11,18135,18,14437837,18,363180,,,11,18135,18,15596589,18,5555786,11,18135,,,15595566,18,18,8518871,18,994250,18,987377,11,149783,11,114733,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T20:00:00.000-06:00_2026-06-26T20:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T20:00:00.000-06:00,2026-06-26T20:30:00.000-06:00,11,11,401543,9,8199061,9,285274,,,11,401543,9,7976246,9,3720390,11,401543,,,7975539,9,9,4193397,9,539465,9,577694,11,606006,11,186645,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T20:30:00.000-06:00_2026-06-26T21:00:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T20:30:00.000-06:00,2026-06-26T21:00:00.000-06:00,9,8,113155,10,8152186,10,176667,,,8,113155,10,8349109,10,4487350,8,113155,,,8348560,10,10,3488169,10,440837,10,528989,8,224035,8,97338,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_5eed496b-6294-49eb-81ed-663122483071_HND REDES_SOCIALES_WHATSAPP_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T21:00:00.000-06:00_2026-06-26T21:30:00.000-06:00,inbound,message,5eed496b-6294-49eb-81ed-663122483071,HND REDES_SOCIALES_WHATSAPP,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T21:00:00.000-06:00,2026-06-26T21:30:00.000-06:00,,1,575791,4,4058591,4,163129,,,1,575791,4,4589581,4,1314963,1,575791,,,4589444,4,4,2580499,4,277456,3,291290,1,587795,1,10597,1,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
inbound_message_d46f55e1-4d0f-41c7-ac4f-3ec7f4b5ac7c_HND REDES_SOCIALES_MURO_FACEBOOK_548e03b5-af03-401f-956f-d6e9201bf3e4_Servicio al Cliente_2026-06-26T18:00:00.000-06:00_2026-06-26T18:30:00.000-06:00,inbound,message,d46f55e1-4d0f-41c7-ac4f-3ec7f4b5ac7c,HND REDES_SOCIALES_MURO_FACEBOOK,548e03b5-af03-401f-956f-d6e9201bf3e4,Servicio al Cliente,2026-06-26T18:00:00.000-06:00,2026-06-26T18:30:00.000-06:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02 10:30:23
