ID,QUEUE_NAME,DIVISION_ID,DIVISION_NAME,DATECREATED,CREATEDBY,CALL_SERVICELEVEL_DURATION,CHAT_SERVICELEVEL_DURATION,EMAIL_SERVICELEVEL_DURATION,MESAGGE_SERVICELEVEL_DURATION,FECHA_CARGA
de14fb41-67b3-4e9a-92aa-90ec31789ec0,HND Cobros PR CONS M180+,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2024-04-04T14:02:50.825Z,73d90384-da50-4b79-9767-dc9f84e55af2,20000,20000,86400000,20000,2026-06-30 10:30:28
87d7a9d2-789b-498f-af4b-12d89fad96fa,HND Cobros PR CONS M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2022-09-22T02:50:33.408Z,4c323cd7-477c-48eb-b117-6b994ef2e604,20000,20000,86400000,20000,2026-06-30 10:30:28
ccd94c01-936b-44f5-bb43-3697d9a5dce5,HND Cobros PR CONS M60,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2022-09-22T03:09:02.479Z,4c323cd7-477c-48eb-b117-6b994ef2e604,20000,20000,86400000,20000,2026-06-30 10:30:28
49e5657a-f3cd-4828-8ba0-8d8d6dae01ed,HND Cobros PR CONS M60 Multi,a4a87bff-3d6a-45d1-9d4c-075794974c2c,Home,2023-12-12T02:38:28.063Z,eac74941-f1fe-4806-918a-a57c707b6d60,20000,20000,86400000,20000,2026-06-30 10:30:28
dca861db-22e4-4387-9d9e-6bf4dadadd77,HND Cobros PR CONS M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2022-09-22T03:10:19.579Z,4c323cd7-477c-48eb-b117-6b994ef2e604,20000,20000,86400000,20000,2026-06-30 10:30:28
b85e0e28-2a81-4081-bd9e-5be05f6248ed,HND Cobros PR CONS X Arreglo M30,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2025-09-10T19:40:08.444Z,73d90384-da50-4b79-9767-dc9f84e55af2,20000,20000,86400000,20000,2026-06-30 10:30:28
4843f4fb-7993-42f8-8cfd-195657778614,HND Cobros PR CONS X Arreglo M60-M90,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2025-12-02T16:35:54.050Z,09690e19-6666-4de8-b628-b757201a16f6,20000,20000,86400000,20000,2026-06-30 10:30:28
21b8c2b6-9db2-403a-b2ee-ea22ab68fe4d,HND Cobros PR Premora Vivienda,a4a87bff-3d6a-45d1-9d4c-075794974c2c,Home,2025-02-24T16:05:20.410Z,73d90384-da50-4b79-9767-dc9f84e55af2,20000,20000,86400000,20000,2026-06-30 10:30:28
91aba263-a8b2-40a4-9223-d4233bac17b3,HND Cobros PR PYME,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2023-08-17T15:41:55.619Z,d1ce9245-e066-494c-831d-db2447227b16,20000,20000,86400000,20000,2026-06-30 10:30:28
cbb6c6e9-e00c-43ce-a0fb-625b31d95af2,HND Cobros PR Vehiculos 30,a4a87bff-3d6a-45d1-9d4c-075794974c2c,Home,2024-01-22T03:02:23.999Z,695d6dfc-11d3-48ad-a286-64290b8d94e0,20000,20000,86400000,20000,2026-06-30 10:30:28
25620d1a-195c-4a5c-bee1-de8156a00000,HND Cobros PR Vehiculos M30-M60,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2022-09-23T21:36:56.995Z,4c323cd7-477c-48eb-b117-6b994ef2e604,20000,20000,86400000,20000,2026-06-30 10:30:28
db03440d-6a0d-4021-921f-f70641941918,HND Cobros PR Vehiculos M90+,7c271255-84d0-418f-b11c-d34854f14822,Cobros,2025-10-08T20:39:30.895Z,09690e19-6666-4de8-b628-b757201a16f6,20000,20000,86400000,20000,2026-06-30 10:30:28
c986aec2-4492-41f5-97de-303abb77cd2f,HND Cobros PR Vehiculos_Owner,a4a87bff-3d6a-45d1-9d4c-075794974c2c,Home,2024-01-13T14:50:39.363Z,695d6dfc-11d3-48ad-a286-64290b8d94e0,20000,20000,86400000,20000,2026-06-30 10:30:28
